customerID,Churn,Genero,customer.SeniorCitizen,Pareja,Dependientes,customer.tenure,ServicioTelefono,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,Contrato,FacturacionSinPapel,MetodoPago,account.Charges.Monthly,TotalFacturado,Cuentas_Diarias
8792-AOROI,0,0,0,1,0,8,1,No,DSL,Yes,No,No,Yes,No,Yes,2,0,Mailed check,65.5,564.35,2.3514583333333334
8799-OXZMD,0,0,0,0,0,28,0,No,DSL,No,No,Yes,No,No,No,0,1,Mailed check,29.75,790.7,0.9413095238095238
8800-JOOCF,0,0,0,0,1,12,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,84.05,966.55,2.684861111111111
8800-ZKRFW,0,0,0,1,1,30,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,Electronic check,107.5,3242.5,3.602777777777778
8802-UNOJF,1,1,1,0,0,12,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,0,1,Mailed check,83.8,1029.75,2.8604166666666666
8805-JNRAZ,0,0,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,0,0,Mailed check,49.2,103.7,1.7283333333333333
8806-EAGWC,1,1,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,0,0,Mailed check,55.15,159.15,1.7683333333333333
8807-ARQET,0,0,0,0,0,41,0,No,DSL,No,Yes,No,No,No,Yes,0,1,Electronic check,40.35,1677.85,1.3641056910569105
8807-OPMBM,0,0,0,1,1,55,1,Yes,No,No,No,No,No,No,No,2,1,Credit card (automatic),25.65,1388.0,0.8412121212121212
8808-ELEHO,1,1,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,1,Electronic check,81.25,585.95,2.4414583333333337
8809-RIHDD,1,1,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,1,Electronic check,103.4,7372.65,3.413263888888889
8809-XKHMD,0,1,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,2,1,Bank transfer (automatic),100.55,7325.1,3.3912500000000003
8812-ZRHFP,0,0,0,1,1,30,1,No,Fiber optic,No,No,Yes,No,No,Yes,1,0,Electronic check,86.45,2538.05,2.8200555555555558
8815-LMFLX,0,1,0,1,1,25,1,Yes,No,No,No,No,No,No,No,0,1,Bank transfer (automatic),25.4,546.85,0.7291333333333334
8816-VXNZD,1,0,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Electronic check,75.1,75.1,2.503333333333333
8818-DOPVL,0,0,1,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,1,Electronic check,104.45,4863.85,3.5245289855072466
8818-XYFCQ,1,1,0,1,1,32,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,1,Credit card (automatic),99.55,3204.65,3.3381770833333335
8819-IMISP,0,1,0,0,0,31,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Electronic check,80.45,2429.1,2.6119354838709676
8819-WFGGJ,0,1,0,1,0,68,0,No,DSL,Yes,No,Yes,No,Yes,Yes,2,1,Bank transfer (automatic),54.1,3794.5,1.8600490196078432
8819-ZBYNA,0,0,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,2,1,Credit card (automatic),109.1,6393.65,3.674511494252873
8821-KVZKQ,0,0,0,1,1,70,0,No,DSL,No,Yes,Yes,Yes,Yes,Yes,1,1,Bank transfer (automatic),58.4,4113.15,1.958642857142857
8821-XNHVZ,1,0,0,1,1,1,1,No,Fiber optic,No,No,No,No,Yes,No,0,1,Mailed check,80.05,80.05,2.6683333333333334
8822-KNBHV,0,0,0,0,0,48,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,1,1,Credit card (automatic),83.45,3887.85,2.699895833333333
8823-RLPWL,0,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2,1,Credit card (automatic),110.65,8065.65,3.734097222222222
8824-RWFXJ,1,1,0,1,1,3,1,No,DSL,No,Yes,Yes,No,No,No,0,1,Mailed check,56.15,168.15,1.8683333333333334
8835-VSDSE,1,0,0,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,0,1,Electronic check,70.7,141.45,2.3575
8837-VVWLQ,1,0,0,0,0,8,1,No,Fiber optic,Yes,No,No,No,Yes,No,0,0,Electronic check,84.95,668.4,2.7849999999999997
8838-GPHZP,0,0,0,0,0,63,1,No,No,No,No,No,No,No,No,2,1,Mailed check,20.6,1298.7,0.6871428571428572
8840-DQLGN,1,0,1,1,0,35,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,0,1,Bank transfer (automatic),100.5,3653.35,3.4793809523809522
8844-TONUD,1,1,0,1,1,13,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,Mailed check,96.65,1162.85,2.9816666666666665
8845-LWKGE,0,0,0,1,1,30,1,No,DSL,No,No,Yes,Yes,Yes,No,1,1,Electronic check,64.5,1985.15,2.205722222222222
8847-GEOOQ,0,1,0,1,0,60,0,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0,1,Bank transfer (automatic),60.2,3582.4,1.9902222222222223
8849-AYPTR,0,1,0,1,0,33,1,No,Fiber optic,No,No,No,No,Yes,Yes,0,0,Electronic check,91.25,2964.05,2.993989898989899
8849-GYOKR,1,0,0,1,0,54,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,1,0,Bank transfer (automatic),106.55,5763.3,3.557592592592593
8849-PRIQJ,0,0,0,1,1,67,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1,1,Electronic check,109.4,7281.6,3.6226865671641795
8851-RAGOV,0,0,0,1,0,25,1,No,DSL,Yes,Yes,No,Yes,No,Yes,0,1,Mailed check,71.05,1837.7,2.450266666666667
8853-TZDGH,0,0,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),111.6,8012.75,3.7096064814814813
8854-CCVSQ,1,1,0,0,0,18,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Electronic check,80.65,1451.9,2.688703703703704
8857-CUPFQ,0,1,0,1,0,63,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.25,1237.65,0.6548412698412699
8859-AXJZP,0,1,0,1,1,39,1,Yes,No,No,No,No,No,No,No,2,1,Mailed check,23.8,903.8,0.7724786324786325
8859-DZTGQ,0,1,0,0,0,33,1,No,No,No,No,No,No,No,No,2,0,Mailed check,20.35,689.75,0.6967171717171717
8859-YSTWS,0,1,0,0,0,48,1,No,No,No,No,No,No,No,No,1,0,Bank transfer (automatic),19.95,1004.5,0.6975694444444445
8861-HGGKB,1,0,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,Electronic check,86.45,830.85,2.7695000000000003
8865-TNMNX,0,1,0,1,1,10,1,No,DSL,No,Yes,No,No,No,No,1,0,Mailed check,49.55,475.7,1.5856666666666666
8868-GAGIO,0,1,0,1,0,45,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,0,1,Mailed check,84.55,3713.95,2.751074074074074
8868-WOZGU,1,1,0,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,1,Electronic check,105.7,2979.5,3.5470238095238096
8869-LIHMK,0,0,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),115.1,7334.05,3.8198177083333333
8869-TORSS,1,0,0,0,0,48,1,No,DSL,Yes,No,Yes,Yes,No,No,1,1,Credit card (automatic),60.35,2896.4,2.011388888888889
8871-JLMHM,0,0,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,2,0,Credit card (automatic),90.2,6297.65,3.087083333333333
8873-GLDMH,0,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Mailed check,73.85,401.3,2.2294444444444443
8873-TMKGR,0,1,0,0,0,29,1,No,No,No,No,No,No,No,No,1,0,Mailed check,19.1,529.5,0.6086206896551725
8874-EJNSR,0,1,0,1,1,39,1,Yes,No,No,No,No,No,No,No,2,0,Mailed check,25.2,987.95,0.8444017094017094
8875-AKBYH,0,1,1,0,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,84.35,1745.2,2.908666666666667
8878-HMWBV,1,1,0,0,0,3,1,No,DSL,No,No,Yes,No,No,No,0,1,Electronic check,49.15,169.05,1.8783333333333334
8878-RYUKI,0,0,0,0,0,52,1,No,DSL,No,No,Yes,No,No,Yes,0,1,Electronic check,59.45,3043.7,1.9510897435897434
8879-XUAHX,0,1,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,116.25,8564.75,4.021009389671361
8879-ZKJOF,0,0,0,0,0,41,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,1,Bank transfer (automatic),79.85,3320.75,2.6997967479674796
8882-TLVRW,0,1,0,1,1,69,0,No,DSL,Yes,No,Yes,Yes,No,No,2,0,Mailed check,39.1,2779.5,1.3427536231884059
8883-ANODQ,0,0,0,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,2,1,Credit card (automatic),84.4,5746.75,2.81703431372549
8883-GRDWQ,0,1,1,0,0,20,1,No,DSL,Yes,No,No,Yes,No,No,1,0,Mailed check,54.0,1055.9,1.7598333333333336
8884-ADFVN,1,1,1,1,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,Electronic check,101.95,700.85,3.3373809523809523
8884-FEEWR,0,1,0,0,0,35,1,No,No,No,No,No,No,No,No,1,0,Bank transfer (automatic),20.6,754.0,0.7180952380952381
8884-MRNSU,0,1,0,1,1,17,1,No,No,No,No,No,No,No,No,1,0,Bank transfer (automatic),19.9,329.75,0.6465686274509804
8885-QSQBX,0,0,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,0,0,Bank transfer (automatic),49.55,49.55,1.6516666666666666
8887-IPQNC,0,0,0,1,0,7,1,No,DSL,No,No,No,No,No,No,0,1,Mailed check,44.25,313.45,1.4926190476190475
8894-JVDCV,0,0,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,1,Credit card (automatic),115.05,7133.45,3.8351881720430105
8896-BQTTI,0,1,0,0,0,1,1,Yes,No,No,No,No,No,No,No,0,1,Mailed check,25.0,25.0,0.8333333333333334
8896-RAZCR,0,0,0,0,1,44,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.9,868.1,0.6576515151515152
8898-KASCD,0,1,0,0,0,39,0,No,DSL,No,No,Yes,Yes,No,No,1,0,Mailed check,35.55,1309.15,1.118931623931624
8901-HJXTF,1,0,0,1,1,12,0,No,DSL,No,Yes,No,No,No,No,0,0,Mailed check,29.2,309.1,0.8586111111111112
8901-UPRHR,0,0,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),109.2,7711.45,3.5701157407407407
8902-ZEOVF,0,1,0,1,1,47,1,No,No,No,No,No,No,No,No,1,0,Mailed check,20.05,951.55,0.6748581560283687
8903-WMRNW,0,0,0,1,0,15,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,0,0,Electronic check,101.75,1669.4,3.709777777777778
8903-XEBGX,0,1,0,0,1,2,1,No,DSL,No,No,No,No,No,Yes,0,1,Electronic check,55.3,108.65,1.8108333333333335
8904-OPDCK,0,1,1,1,0,54,0,No,DSL,No,No,No,No,No,No,0,1,Bank transfer (automatic),24.95,1364.75,0.8424382716049382
8905-IAZPF,0,0,0,1,0,69,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,Credit card (automatic),95.65,6744.2,3.2580676328502416
8908-NMQTX,0,1,0,0,0,72,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),65.6,4566.5,2.11412037037037
8908-SLFCJ,0,0,0,0,0,21,1,No,No,No,No,No,No,No,No,2,1,Credit card (automatic),20.85,435.25,0.6908730158730159
8909-BOLNL,0,1,0,0,0,3,1,No,No,No,No,No,No,No,No,1,0,Mailed check,21.2,52.05,0.5783333333333333
8910-ICHIU,0,0,0,0,0,46,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,1,1,Credit card (automatic),95.65,4664.2,3.379855072463768
8910-LEDAG,0,1,1,1,0,34,1,No,Fiber optic,No,No,No,No,No,No,0,0,Credit card (automatic),71.55,2427.35,2.3797549019607844
8914-RBTSB,1,1,0,1,0,31,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0,0,Electronic check,93.8,3019.5,3.246774193548387
8915-NNTRC,0,1,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,2,1,Credit card (automatic),107.7,7919.8,3.666574074074074
8917-FAEMR,0,0,0,0,0,37,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.85,784.25,0.7065315315315316
8917-SZTTJ,0,1,0,1,1,60,1,No,No,No,No,No,No,No,No,2,0,Credit card (automatic),19.65,1161.75,0.6454166666666666
8919-FYFQZ,1,1,1,1,0,44,0,No,DSL,No,Yes,No,No,No,No,0,1,Electronic check,30.35,1359.7,1.0300757575757575
8920-NAVAY,0,1,1,0,0,62,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,1,Bank transfer (automatic),110.75,7053.35,3.792123655913979
8922-LIEGH,1,0,1,0,0,25,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,0,1,Electronic check,89.7,2187.55,2.9167333333333336
8922-NPKBJ,0,1,0,1,1,42,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.35,867.3,0.6883333333333334
8929-KSWIH,0,1,0,0,0,25,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2,0,Bank transfer (automatic),99.3,2513.5,3.3513333333333333
8930-XOTDP,0,0,0,1,1,18,1,No,DSL,No,No,No,No,Yes,No,0,0,Mailed check,55.95,1082.8,2.005185185185185
8931-GJJIQ,1,0,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,0,1,Electronic check,83.3,803.3,2.975185185185185
8932-CZHRQ,0,1,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,1,0,Credit card (automatic),76.75,5233.25,2.5653186274509805
8937-RDTHP,1,1,0,0,0,1,1,No,Fiber optic,Yes,No,No,No,No,Yes,0,1,Mailed check,84.6,84.6,2.82
8938-UMKPI,1,0,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,1,Electronic check,106.4,5127.95,3.6368439716312055
8942-DBMHZ,0,1,0,0,0,12,1,No,No,No,No,No,No,No,No,0,0,Mailed check,20.45,255.35,0.7093055555555555
8943-URTMR,1,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,0,1,Mailed check,79.65,152.7,2.545
8944-AILEF,0,1,0,1,0,15,1,No,No,No,No,No,No,No,No,0,1,Credit card (automatic),19.45,340.85,0.7574444444444445
8945-GRKHX,1,0,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,0,0,Electronic check,78.65,78.65,2.621666666666667
8945-MUQUF,1,1,0,0,0,51,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,1,1,Electronic check,94.8,4837.6,3.1618300653594775
8946-BFWSG,0,1,0,1,1,63,1,Yes,No,No,No,No,No,No,No,2,0,Mailed check,25.25,1573.05,0.8323015873015873
8947-YRTDV,0,1,0,1,1,32,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,1,0,Mailed check,94.8,3131.55,3.26203125
8949-JTMAY,1,0,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,Credit card (automatic),98.6,2933.2,3.371494252873563
8950-MTZNV,0,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,0,1,Mailed check,44.95,44.95,1.4983333333333335
8952-WCVCD,0,0,0,1,0,41,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,1,Bank transfer (automatic),104.45,4162.05,3.383780487804878
8957-THMOA,0,0,0,0,1,50,1,No,No,No,No,No,No,No,No,2,0,Credit card (automatic),20.15,970.85,0.6472333333333333
8958-JPTRR,0,0,0,1,0,56,1,Yes,No,No,No,No,No,No,No,1,0,Electronic check,24.3,1261.7,0.7510119047619048
8961-QDZZJ,0,0,0,1,1,57,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,Electronic check,95.0,5535.8,3.237309941520468
8963-JLGJT,0,1,0,0,1,3,1,No,DSL,Yes,No,Yes,No,No,No,0,0,Mailed check,55.9,157.55,1.7505555555555556
8963-MQVYN,0,0,0,0,1,22,1,No,No,No,No,No,No,No,No,0,1,Electronic check,20.55,469.85,0.7118939393939394
8966-KZXXA,0,1,0,1,1,36,1,Yes,No,No,No,No,No,No,No,2,0,Credit card (automatic),25.1,930.95,0.8619907407407408
8966-OIQHG,0,0,0,1,1,22,1,No,No,No,No,No,No,No,No,1,0,Bank transfer (automatic),20.75,452.35,0.6853787878787879
8966-SNIZF,0,0,0,1,0,70,1,No,No,No,No,No,No,No,No,2,0,Bank transfer (automatic),19.45,1303.5,0.6207142857142857
8967-SZQAS,0,0,0,0,0,14,1,No,DSL,No,Yes,No,No,No,No,0,0,Electronic check,50.45,765.45,1.8225
8969-PRHFK,0,1,0,0,0,18,1,No,No,No,No,No,No,No,No,1,0,Mailed check,19.65,411.25,0.7615740740740741
8970-ANWXO,0,0,0,0,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,1,1,Mailed check,73.75,1756.6,2.545797101449275
8972-HJWNV,1,0,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,0,1,Electronic check,84.55,646.85,3.080238095238095
8974-OVACP,0,0,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Mailed check,20.15,20.15,0.6716666666666666
8975-SKGRX,0,1,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),116.1,8310.55,3.9016666666666664
8976-OQHGT,1,0,0,1,1,4,1,No,DSL,No,Yes,No,Yes,No,No,0,0,Mailed check,56.5,235.1,1.9591666666666667
8979-CAMGB,0,1,1,0,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,0,Electronic check,102.1,6688.1,3.4833854166666667
8980-WQFWL,0,0,0,0,0,35,1,No,DSL,No,No,Yes,No,No,Yes,0,1,Electronic check,62.1,2096.1,1.9962857142857142
8981-FJGLA,0,1,0,0,1,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,1,Mailed check,78.0,851.8,2.581212121212121
8982-NHAVY,0,1,0,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,Bank transfer (automatic),100.5,2673.45,3.3005555555555555
8984-EYLLL,0,1,0,1,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2,1,Electronic check,105.25,6823.4,3.5538541666666665
8984-HPEMB,0,0,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,118.65,8477.6,3.980093896713615
8985-OOPOS,0,0,0,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,1,0,Credit card (automatic),74.1,74.1,2.4699999999999998
8988-ECPJR,1,0,1,1,1,34,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Mailed check,79.6,2718.3,2.665
8990-YOZLV,0,0,0,0,0,69,1,Yes,DSL,Yes,Yes,No,Yes,No,No,2,1,Mailed check,66.9,4577.9,2.2115458937198067
8990-ZXLSU,0,0,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,No,0,0,Electronic check,69.05,651.5,2.412962962962963
8992-CEUEN,0,0,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Electronic check,18.85,18.85,0.6283333333333334
8992-JQYUN,1,1,0,1,0,1,0,No,DSL,No,No,Yes,No,Yes,Yes,0,1,Electronic check,50.35,50.35,1.6783333333333335
8992-OBVDG,0,1,0,0,0,21,1,No,DSL,No,No,Yes,No,No,Yes,0,0,Mailed check,61.65,1393.6,2.212063492063492
8992-VONJD,0,0,0,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,0,1,Electronic check,56.0,764.55,1.9603846153846152
8993-IZEUX,0,1,0,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,0,0,Bank transfer (automatic),69.15,488.65,2.326904761904762
8993-PHFWD,1,0,0,0,0,3,0,No,DSL,No,No,No,No,No,No,0,0,Electronic check,25.25,58.9,0.6544444444444444
8996-ZROXE,0,1,1,0,0,57,1,No,DSL,No,No,Yes,Yes,No,No,1,1,Electronic check,53.5,3035.8,1.7753216374269007
8999-BOHSE,1,0,1,0,0,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,0,0,Bank transfer (automatic),89.7,1047.7,3.174848484848485
8999-EXMNO,0,0,0,1,1,19,1,No,No,No,No,No,No,No,No,2,0,Mailed check,20.15,387.7,0.6801754385964912
8999-XXGNS,0,0,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,Credit card (automatic),105.75,7629.85,3.532337962962963
8999-YPYBV,0,1,0,1,1,45,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Mailed check,84.35,3858.05,2.857814814814815
9000-PLFUZ,0,0,1,1,0,60,0,No,DSL,No,Yes,No,No,Yes,Yes,2,1,Credit card (automatic),49.45,2907.55,1.6153055555555556
9003-CPATH,0,1,0,0,0,42,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,0,Electronic check,79.9,3313.4,2.62968253968254
9013-AQORL,0,0,0,0,1,48,0,No,DSL,No,Yes,Yes,No,No,Yes,0,0,Credit card (automatic),45.55,2108.35,1.4641319444444443
9018-PCIOK,0,0,0,0,0,55,1,No,DSL,No,Yes,Yes,No,No,Yes,2,1,Mailed check,64.75,3617.1,2.192181818181818
9019-QVLZD,1,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,0,0,Electronic check,79.55,79.55,2.6516666666666664
9025-AOMKI,1,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,1,Bank transfer (automatic),93.55,536.4,2.98
9025-ZRPVR,1,1,0,0,0,9,1,No,No,No,No,No,No,No,No,0,1,Mailed check,18.95,185.6,0.6874074074074074
9026-LHEVG,0,0,0,0,0,9,0,No,DSL,No,Yes,No,No,No,Yes,0,0,Electronic check,40.75,359.4,1.3311111111111111
9026-RNUJS,1,1,1,0,0,5,1,No,DSL,No,No,Yes,No,No,No,0,0,Electronic check,50.35,237.25,1.5816666666666668
9027-TMATR,0,0,0,1,0,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2,1,Electronic check,78.8,3460.3,2.682403100775194
9027-YFHQJ,0,1,0,0,0,7,1,Yes,No,No,No,No,No,No,No,0,1,Bank transfer (automatic),25.05,152.95,0.7283333333333333
9028-LIHRP,0,1,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,2,0,Credit card (automatic),100.2,7209.0,3.3845070422535213
9029-FEGVJ,0,0,1,1,0,32,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,0,Mailed check,79.3,2570.0,2.6770833333333335
9030-QGZNL,0,0,0,0,0,8,1,No,No,No,No,No,No,No,No,2,0,Mailed check,20.85,161.65,0.6735416666666667
9031-ZVQPT,0,1,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,108.2,7840.6,3.6299074074074076
9033-EOXWV,1,0,0,0,0,12,1,Yes,DSL,No,No,No,Yes,Yes,Yes,1,0,Mailed check,74.05,872.65,2.424027777777778
9036-CSKBW,0,0,0,0,0,51,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,0,Bank transfer (automatic),107.45,5680.9,3.713006535947712
9039-RBEEE,1,1,0,0,0,39,0,No,DSL,Yes,Yes,No,Yes,Yes,No,0,1,Credit card (automatic),48.95,1880.85,1.6075641025641025
9039-ZVJDC,0,1,0,0,0,3,1,No,No,No,No,No,No,No,No,0,1,Mailed check,19.1,53.05,0.5894444444444444
9040-KZVWO,0,1,0,0,0,26,1,No,Fiber optic,No,Yes,No,No,No,No,1,0,Bank transfer (automatic),75.5,2018.1,2.587307692307692
9046-DQMTP,0,1,0,0,0,35,1,No,No,No,No,No,No,No,No,0,0,Bank transfer (automatic),20.75,739.9,0.7046666666666667
9046-JBFWA,0,1,0,0,1,27,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.15,537.35,0.6633950617283951
9048-JVYVF,1,1,0,0,0,3,1,No,DSL,No,No,No,Yes,Yes,Yes,0,1,Electronic check,69.35,191.35,2.126111111111111
9050-IKDZA,0,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,0,0,Mailed check,81.5,162.55,2.709166666666667
9050-QLROH,1,1,0,0,0,18,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,0,1,Credit card (automatic),90.7,1597.25,2.95787037037037
9052-DHNKM,0,1,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,No,No,1,0,Electronic check,61.55,1581.95,2.0281410256410255
9052-VKDUW,0,0,1,1,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,1,Credit card (automatic),109.4,7227.45,3.706384615384615
9053-EJUNL,0,1,0,0,0,41,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,0,1,Electronic check,89.2,3645.75,2.9640243902439023
9053-JZFKV,1,1,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,0,Credit card (automatic),116.2,7752.3,3.856865671641791
9054-FOWNV,0,1,0,1,1,22,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,0,1,Electronic check,88.75,1885.15,2.856287878787879
9055-MOJJJ,0,0,0,1,1,64,1,No,DSL,Yes,No,No,Yes,Yes,No,1,0,Mailed check,65.8,4068.0,2.11875
9057-MSWCO,1,1,1,1,0,27,0,No,DSL,Yes,No,No,No,No,No,0,0,Credit card (automatic),30.75,805.1,0.9939506172839506
9057-SIHCH,1,0,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,1,Electronic check,96.6,291.9,3.243333333333333
9058-CBREO,1,0,1,0,0,1,1,Yes,DSL,No,No,No,No,No,No,0,0,Mailed check,50.55,50.55,1.6849999999999998
9058-HRZSV,0,0,1,1,0,65,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0,0,Electronic check,94.4,6126.15,3.1416153846153843
9058-MJLZC,0,0,0,0,0,24,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,0,1,Electronic check,94.6,2283.15,3.171041666666667
9060-HJJRW,0,0,0,0,0,51,0,No,DSL,No,Yes,Yes,No,Yes,Yes,1,1,Credit card (automatic),56.4,2928.5,1.9140522875816994
9061-TIHDA,1,1,1,1,0,13,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,1,Electronic check,95.25,1233.65,3.1632051282051283
9063-ZGTUY,1,0,0,1,1,61,1,No,No,No,No,No,No,No,No,0,1,Mailed check,19.4,1182.55,0.6462021857923497
9065-ZCPQX,0,1,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2,0,Bank transfer (automatic),78.85,5763.15,2.668125
9066-QRSDU,0,0,0,1,0,69,1,Yes,No,No,No,No,No,No,No,1,1,Electronic check,26.3,1763.55,0.8519565217391304
